,ID,Name,Description,Address,Website,Phone,Activities,Categories,Individual ,Unnamed: 9,Unnamed: 10,Latitude,Longitude,Accessibility Score
53,326,Roller Motion Skate Center,"Our clean, friendly and state of the art neon lit facility includes a 15,000 square foot hardwood skate floor.  If you get hungry during your visit, our concession stand is open during all of our sessions including such foods as chicken wings, nacho's, and pizza.
 
We offer Private and Regular Parties for Birthdays, Church and Sports.  We would love for you to visit us....check out our skating schedule!","2474 Morgan Road, Bessemer, AL 35022, USA",https://www.rollermotionskatecenter.com/,205-424-7000,Roller Skating,Both,Both,Indoor,Land activity,33.34449068,-86.93248025,
54,341,RTJ Oxmoor Valley Golf Course,"The 54-hole facility was built on former mining land owned by U.S. Steel. Sculpted from the peaks and valleys of the Appalachians, the courses offer scenic forests, numerous creeks and challenging elevation changes. The Ridge Course, with its rollercoaster  rises to a dramatic finish at the signature clubhouse just above the green. The Short Course at Oxmoor Valley is a delightful collection of 18 pure one-shotters which offer severe elevation changes and almost every hole plays downhill. The Short Course is listed by Golf Digest's Places to Play as one of the nation's Great Value courses in the public category.fairways, heavy tree cover, and precipitous 150-foot elevation changes, is incredibly photogenic. As a reminder of the site's former use, the green at the par-five 3rd is buttressed by a shelf of exposed shale rock. The Valley Course is dotted with picturesque lakes, beautiful rolling fairways, and stretches two miles downrange along a slender valley. The 18th hole, a 441-yard par-4, nicknamed The Assasin","100 Sunbelt Parkway, Birmingham, AL 35211, USA",https://www.rtjgolf.com/oxmoorvalley/,(205) 942-1177,Golf,Both,Both,Outdoor,Land activity,33.4193709,-86.8784411,
55,181,Ruffner Mountain Nature Preserve,"Ruffner Mountain Nature Preserve is a 1,038-acre urban nature preserve located in  Birmingham, Alabama. It is one of the largest privately held urban nature preserves in the United States.The mission is to protect and manage Ruffner Mountain as a sanctuary for native species of plants and animals; and through educational and passive recreational programs foster within the community an appreciation of the natural world.","1214 81st St S, Birmingham, AL 35206, USA",https://ruffnermountain.org/,205-833-8264,Hiking,Both,Both,Both,Both,33.55959795,-86.70756054,
56,374,Samford University Tennis Courts,"http://samfordsports.com/index.aspx?path=mten&

http://www.tennispoint.com/tennis_court/Samford-University-AL.html

http://www.ussportscamps.com/tennis/nike/samford-university-nike-tennis-camp/","800 Lakeshore Dr, Birmingham, AL 35229, USA",https://samfordsports.com/sports/mens-tennis,(205) 726-2966,Tennis,Adults,Individual ,Outdoor,Land activity,33.46442889,-86.79345636,
57,177,Shea Brothers Softball Complex,"Formed in 2005 for the sole purpose of providing the youth in the area the opportunity to compete in travel softball on a national level. This is a  privately owned fast pitch softball facility. The two fields have 200 foot fences, and are 100% FieldTurf that drain 18 inches of rain per hour. There is an indoor 13,000 square foot indoor training facility. There are handicap accessible bathrooms and concessions.","Vulcan Dr, Birmingham, AL 35210, USA",https://www.hometeamsonline.com/teams/default.asp?u=BHMTHUNDERBOLTS&t=c&s=softball&p=home,,Softball,Children,Individual ,Outdoor,Land activity,33.53830245,-86.69770357,
58,208,Sicard Hollow Athletic Complex,"This site features 11 acres of lighted synthetic turf playing surface, divided into two areas in a configuration that allows more flexibility for the layout of different sizes and numbers of fields. The fields are enclosed with an 8-foot, coated chain linkfence with netting above (netting also extends through the center between the fields). The site offers a concessions/restroom building, four scoring towers, ADA accessible routes to all fields, a playground, and parking for 300 cars.","4700 Sicard Hollow Rd, Birmingham, AL 35242, USA",https://vestaviasoccer.com/facilities/,205-978-0166,"Flag Football,Football,Soccer",Children,Individual ,Outdoor,Land activity,33.47651875,-86.67160377,
59,343,Skates 280,Roller skating venue that hosts Birthday Parties and more!,"7043 Meadowlark Dr, Birmingham, AL 35242, USA",https://www.skates-280.com/,(205) 991-3611,"In-Line Skating,Roller Skating",Both,Both,Indoor,Land activity,33.42321485,-86.6761081,
60,378,Spare Time Trussville,"Spare Time is a bowling alley that also has a bar, arcade, and laser tag.","3600 Roosevelt Blvd, Birmingham, AL 35235, USA",https://www.sparetimeentertainment.com/trussville/,(205) 655-4500,Bowling,Both,Both,Indoor,Land activity,33.60703868,-86.6382193,
61,268,Sports Blast,"It is the South's premier multi-field indoor sports facility that is universally recognized as providing the finest year â€˜round game experience. Sports Blast  is committed to maximizing the sport experience for coaches, players and spectators while optimizing the Sports Blast experience.
  
Sports Blast offers all persons currently or potentially interested in a host of sports, a unique experience and hospitality currently unavailable in the community. Sports Blast is more than a place, it is an experience. The Sports Blast experience goes far beyond the state-of-the-art, multi-field facility to represent an attitude of excellence. This attitude suggests to players (members) of all ages and skill levels that Sports Blast is the preferred place to enjoy a host of sports. The Sports Blast experience includes the friendly atmosphere and the numerous amenities for players, coaches and spectators alike as well as the dedication of every member of the Sports Blast staff to maximize the experience for those who enter the facility. Come have a BLAST!","19220 U.S. 280, Birmingham, AL 35242, USA",https://www.birminghamunited.com/field_location/sportsblast/,(205) 977-9038,"Fencing,Flag Football,Soccer",Both,Both,Outdoor,Land activity,33.37162474,-86.66193832,
62,423,Star Lake,"Star lake and Park is located adjacent to the Hoover Country Club and Golf Course. Amenities include picnic area, public parking and a walking trail (2.5 laps = 1 mile)
The lake four acre lake is home to many species of ducks, swans, geese and other animals.","Starlake Dr, Birmingham, AL 35226, USA",http://www.hooveral.org/675/Star-Lake,na,"Fishing,Walking",Both,Both,Outdoor,Land activity,33.40067747,-86.81138329,
63,434,Studio G Pilates,"studioGpilates is a beautiful boutique studio located in the heart of Homewood. We offer classes on the barre, the mat, the reformer, and the silks and trapeze. Guaranteed to get your heart pumping and body moving, what makes studioG different is that we push you. All our workouts are pilates-based and founded on the six core principles of pilates which include concentration, control, centering, breathing, flow and precision. We infuse tried-and-true pilates with up-to-date fitness intelligence and push you to be all you can be. We invite you to experience our pilates workouts as physical, mental, emotional, and spiritual.","1628 29th Ct S, Birmingham, AL 35209, USA",https://www.pilatesgmethod.com/,205-440-1001,Pilates,Adults,Both,Indoor,Land activity,33.47809061,-86.79528285,
64,435,The Dance Foundation,"To teach the art of dance to all, inspiring creativity and confidence.

Dance is a joyful, transforming experience for all ages, abilities and circumstances.  It speaks to the spirit and invites exploration and purpose.  The Dance Foundation, a non-profit located in downtown Homewood, has been engaging the Birmingham community through dance since 1975.  The Dance Foundationâ€™s unique approach to teaching inspires imaginative learning in young dancers and cultivates technique and artistry as they mature.  Live music is an essential element to the experience for young children.

Almost 900 students, age one to adult, participate in The Dance Foundationâ€™s studio classes  and summer camps.  Each studio has two-way glass that allows for parents to witness their childâ€™s growth and discovery.  Ficial assistance is generously provided through community support to more than a dozen students in need each year.  Through the Community Partnership Program, The Dance Foundation teaches an additional 1,000+ children each week at dozens of social service agencies, child care centers and schools throughout Birmingham.  These children are very young, have special needs or are living in poverty.  This program is generously supported by government, corporations, foundations and individuals.  The Dance Foundationâ€™s studio space and 100-seat theatre are also home to dozens of artists and arts organizations for classes, workshops, rehearsals and performances.","1715 27th Ct S, Homewood, AL 35209, USA",https://thedancefoundation.org/,205-870-0073,Dance,Both,Both,Indoor,Land activity,33.48151145,-86.79307459,
65,224,The New Forest Center for Contemplative Living,"At the New Forest Center, engagement options are available in a variety of activities taken from the worldsâ€™ greatest contemplative traditions. This includes seated, standing and moving meditation, as well as the study of contemplative music and Chinese calligraphy. Each discipline is taught the New Forest Way which allows for greater access, understanding and enjoyment.","1973 Merryvale Rd, Vestavia Hills, AL 35216, USA",,205-527-1198,Tai Chi,,,,,33.43378602,-86.78945956,
66,420,The Yoga Circle,"The Yoga Circle is a classic studio located in Southside right under the iconic statue of Vulcan. We offer mostly beginning yoga with opportunity for growth as each student improves. All of our teachers are certified. Most classes are in a heated room to help the body/mind expansion and even the â€˜coldâ€™ classes are warm- itâ€™s like a womb for the birth of the new you. If you want/need to attend classes but need help, then you should ask as no reasonable offer will be refused. You will never know what you can do until you try.","1425 Richard Arrington Jr Blvd S, Birmingham, AL 35205, USA",https://www.theyogacircle.net/,205-266-7547,Yoga,Adults,Both,Indoor,Land activity,33.49789742,-86.79220763,
67,88,TrainSmarter,"The minute you walk through our door you'll notice that TrainSmarter is like no other fitness facility in the area. The atmosphere at our studio is upbeat and welcoming, not at all intimidating. Our clients range from youth to octogenarians. We offer private, semi-private and group sessions and are a TRX-qualified facility. Our specialty is assessing muscle imbalances and structuring workouts to deal with weak links. And we know how inefficient training muscles can be if you haven't trained your central nervous system. Want to run more comfortably and efficiently? We can teach you how. Want that nagging back (or shoulder or knee or hip) pain to go away? We have a Corrective Exercise Specialist. Want to jump higher? We have proven methods to improve your vertical leap. Want to get stronger? We believe in the value of strength training using a variety of modalities. Want to learn how to eat more healthfully and find your best weight? We have a Precision Nutrition certified trainer. Want to feel better, more confident and generally more healthy? Look no further!","1103 Dunston Avenue, Birmingham, AL, United States",https://wetrainsmarter.com/,205-222-8464,"Personal Training,Weight Training",Adults,Individual ,Indoor,Land activity,33.51535033,-86.73654106,
68,187,Trussville Sports Complex,"Trussville Parks and Recreation Department provides a wide variety of athletic opportunities for youth and adults. The professional Athletic Staff constantly strives to develop new activites for Trussville residents and residents in the surrounding areas.

Racquetball club house hours:
 8am-9pm M-F
8AM-3:30PM Saturday
1PM-6PM Sunday","Pump House Rd, Trussville, AL 35173, USA",http://www.trussvillebaseball.com/,205-655-3104,"Baseball,Biking,Cycling,Flag Football,Football,Lacrosse,Soccer,Softball,Tennis,Track & Field",Both,Both,Outdoor,Land activity,33.63295897,-86.59941475,
69,158,U.S. Taekwondo Academy,"US Taekwondo is the only school in the southeast that has 3 time World Champion Grand Master Tiger S. Choung. A variety of techniques and skills are taught here: Hapkido, Self Defense, Gumdo, Judo, Tae Kwon Do, Karate, Kickboxing, and more!","1425 Montgomery Hwy Suite 131, Vestavia Hills, AL 35216, USA",https://www.bhamtkd.com/,205-824-4400,"Kickboxing,Taekwondo",Children,Individual ,Indoor,Land activity,33.42209573,-86.79668526,
70,58,UAB Campus Recreation Center,"The UAB Campus Recreation  offers you the best opportunities for recreation and fitness. You will find everything you need to stay active under one roof â€“ free weights, court sports, swimming pools, group fitness classes, nutrition education, fitness areas, a climbing wall, and much more. The 152,275 square feet covers three floors: housing four basketball/volleyball courts, five racquetball courts (one of which can be converted to squash and four for wallyball), four aerobics studios, 18,000 square feet of weight and cardio-fitness areas, game room, KidZone, aquatics center with both lap and leisure components, Center Court gym used for indoor soccer, floor hockey and badminton, Power Zone, indoor track, and a climbing wall.","1501 University Blvd, Birmingham, AL 35233, USA",https://www.uab.edu/students/universityrecreation/,205-934-8224,"Aerobics,Basketball,Boxing,Climbing,Personal Training,Racquetball,Running,Soccer,Swimming,Table Tennis,Volleyball,Walking,Weight Training,Weightlifting",Adults,Individual ,Both,Both,33.50110656,-86.80473494,
71,225,Vestavia Hills Soccer Club,"The Club was established to promote soccer for children in age divisions Mini-Kickers through U-19.  The Club operates under the jurisdiction of the Parks and Recreation Board of the City of Vestavia Hills.  The Club is affiliated with the Alabama Youth Soccer Association, the Alabama Soccer Association, the Central Alabama Soccer League and the Region III Premier League.  Through its membership in the Alabama Youth Soccer Association, it is affiliated with the United States Youth Soccer Association.","1973 Merryvale Rd, Vestavia Hills, AL 35216, USA",https://vestaviasoccer.com/,205-978-0182,Soccer,Children,Individual ,Outdoor,Land activity,33.43375021,-86.78940592,
72,389,Vision Gymnastics,This is a gymnastics facility for children and teenagers. They do not specifically offer modified classes but have in the past. If a class was needed they would do their best to accommodate.,"3314 Old Columbiana Rd, Birmingham, AL 35226, USA",https://visiongymnastics.com/,205-979-7969,Gymnastics,Children,Both,Indoor,Land activity,33.39473966,-86.81008619,
73,195,Vulcan Trail,"Birmingham's mile-long Vulcan Trail scales the ridge of 1,025-foot Red Mountain. In summer, the tree-lined trail offers cool respite from the heat, while bare winter trees yield city views. Best of all, it takes little effort to enjoy this breathtaking scenery; like most rail-trails, the route is flat. 
The paved surface is especially inviting for walkers, joggers and those taking pets for a stroll.","1866 Richard Arrington Jr Blvd S, Birmingham, AL 35205, USA",https://www.alltrails.com/trail/us/alabama/vulcan-trail,na,"Biking,Cycling,Hiking,Running,Walking",Both,Both,Outdoor,Land activity,33.49263953,-86.79509338,
74,303,Willowood Recreation Center,"A small recreation center with a park featuring with two open green spaces, a playground, an outdoor basketball court, a softball field, and tennis courts.","5312 Georgia Rd, Birmingham, AL 35212, USA",https://www.birminghamal.gov/parks-and-recreation/recreation/,205-591-1798,"Basketball,Parks,Tennis",Both,Both,Both,Land activity,33.54225925,-86.75569359,
75,324,James Lewis Tennis Center,"The James Lewis Tennis Center is located at the Ensley Park and Recreation Center in Birmingham, AL. The facility is equipped with ten hard courts, a pro shop, and offers additional services such as racquet stringing.","2800 Avenue K, Birmingham, AL 35218, USA",http://www.jltsfi.com/tenniscenters/jltc/jltc_aboutus.asp,(205) 781-4558,Tennis,Both,Both,Outdoor,Land activity,33.50222076,-86.89692069,
76,,4th Avenue History Park,,"1700 4th Avenue North, Birmingham, AL 35203",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.51569911,-86.8116298,
77,,A.G. Gaston Park,,"916 Washington Avenue S.W. Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50159448,-86.85321065,
78,,Alma P. Dennis Park,,"1801 Avenue Z, Ensley, Birmingham, AL 35218",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.51109628,-86.87433515,
79,,Altamont Park,,"4100 Altamont Road, Birmingham, AL 35210",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.51027635,-86.76652646,
80,,Arthur Shores Park,,"1221 19th Street North, Birmingham, AL 35203",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.52757653,-86.81550816,
81,196,Avondale Park,"This 36.5-acre park next to Avondale Library features a mature rose garden and gazebo, WPA-era outdoor ampitheatre (perfect for music, theatre and similar programs) and 2,400 square foot renovated villa(great for special events and family reunions), duck pond,walking track,tennis courts and three youth baseball/softball fields.","4101 5th Ave S, Birmingham, AL 35222, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,205-254-2556,"Baseball,Parks,Running,Softball,Walking",Both,Both,Outdoor,Land activity,33.52054792,-86.7712494,
82,300,Abbey Wooley Park,"Playground, pavilion, basketball court, and quarter mile walking track.","320 Park Rd, Alabaster AL 35007, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,205-664-6840,"Basketball,Parks",Both,Both,Outdoor,Land activity,33.24824068,-86.81025323,
83,293,Alabaster Municipal Park,"2 half basketball courts, 4 lighted tennis courts, soccer fields, four U-6 fields, three U-8 fields, two U-9/10 fields, two U11/12 fields, one U13 and up field, and a snack bar used for soccer games, pavilion A with 9 picnic Tables, pavilion B with 6 picnic tables, 10 picnic tables under shade trees, a playground, and restrooms with water fountain.","500 Warrior Dr, Alabaster, AL 35007, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Basketball,Parks,Soccer,Tennis",Both,Both,Outdoor,Land activity,33.21863167,-86.8355153,
84,203,Allison Bonnett Park,Allison Bonnett Park is home to Hueytown fast pitch softball. The park has 3 fields and a concession stand.,"512 Pinewood Ave, Bessemer, AL 35023, USA",http://www.hueytownal.gov/departments/parks_and_recreation/parks/index.php,205-497-0485,Softball,Both,Both,Outdoor,Land activity,33.46493949,-86.99905362,
85,,Barker Park,,"2215 13th Avenue North, Birmingham, AL 35203",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.52986697,-86.8112528,
86,,Bessie Estell Park,,"901 8th Street South, Birmingham, AL 35205",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.49589959,-86.81415623,
87,,Birmingham Botanical Garden,,"2612 Lane Park Road, Birmingham, AL 35223",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.49019433,-86.77523033,
88,,Bardford Park,,"1 Bradford Park Drive, Birmingham, AL 35234",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.60243505,-86.65622876,
89,,Brother Bryan Park ,,"2100 Magnolia Avenue, Birmingham, AL",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50274825,-86.7954527,
90,186,Blue Water Park,"Blue water park is a popular dive site which has many underwater attractions - fire trucks, cars, boats, a school bus, and several underwater training platforms. The depth of the quarry ranges from 4 feet to 140 feet with an average depth of 100 feet. Visibility is approximately 25 feet in the summer and 50 feet to 100 feet in the winter. During the summer months, the surface temperature is approximately 86 F. The bottom temperature always ranges from 52 F to 54 F, with two or three thermoclines (depending on the time of year). Aquatic life includes bass, sunfish, catfish, bream, bluegill, Japanese koi, carp, freshwater jellyfish, and turtles.","100 Industrial Park Dr, Pelham, AL 35124, USA",https://bluewaterparkal.com/,205-663-7428,Scuba Diving,Both,Both,Outdoor,Water activity,33.29678401,-86.81672602,
91,298,Buck Creek Park,"3 baseball/softball fields, 1 football field, playground, gazebo, and connects to 1 mile Buck Creek Walking Trail.","701 6th Ave SW, Alabaster AL 35007, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Baseball,Football,Parks",Both,Both,Outdoor,Land activity,33.23838816,-86.82471856,
92,200,Bud Newell Memorial Park,"Bud Newell Memorial Park is located next to Hueytown's parks and recreation office, and is home to the communities organized youth sports. The park offers football, baseball, softball, tennis courts, a walking/running track, and a playground. Plenty of parking is available for each area.","2501 Brooklane Dr, Hueytown, AL 35023, USA",http://www.hueytownal.gov/departments/parks_and_recreation/index.php,205-491-6691,"Baseball,Football,Parks,Running,Softball,Tennis,Walking",Both,Both,Outdoor,Land activity,33.42953645,-86.97837549,
93,,Caldwell Park,,"2500 Highland Avenue, Birmingham, AL 35205",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50303948,-86.78647996,
94,,Central Park ,,"4700 Terrace Q, Birmingham, AL 35208",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.48751887,-86.8871326,
95,,City Park,,"426 Rosewood Street, Birmingham, AL 35210",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.51603818,-86.72533606,
96,,Clairmont Park (Triangle),,"4341 Clairmont Avenue, Birmingham, AL 35222",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.5166309,-86.76589564,
97,,Cooper Green Park,,"112 Dorothy Drive S.W., Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.46811983,-86.86255329,
98,215,Crestline Park,"A small park surrounded by neighborhood houses. The park offers a large green space for play, a playground, a walking track, and a few picnic tables.","1101 Monarch Ave, Birmingham, AL 35213, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,na,"Parks,Running,Walking",Both,Both,Outdoor,Land activity,33.51380081,-86.7365318,
99,214,Crestwood Park,"A park in Crestwood featuring a playground, football field, walking track, and tennis courts.","5400 Crestwood Blvd, Birmingham, AL 35212, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,205-254-2391,"Football,Parks,Running,Tennis,Walking",Both,Both,Outdoor,Land activity,33.5289131,-86.74921425,
100,,Crowell-Young Memorial Park,,"500 Athens Circle, Birmingham, AL 35212",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.5395812,-86.7364631,
101,259,Chelsea Recreational Park,"The Chelsea Youth Club Softball Program was established to provide girls in the Chelsea community the opportunity to have FUN in a team environment.

The goal of the CYC softball program is to provide and develop good role models on and off the field. They teach the importance of good sportsmanship and the importance of teamwork. They strive to put good coaches in place to instruct girls in the fundamentals of softball. There is both a spring and fall league, with ages from 5-12.","11101 Chelsea Road, Chelsea, AL  35043",https://www.cityofchelsea.com/155/Parks-Recreation,,"Archery, Baseball, Basketball, Cheerleading, Football, Softball, Volleyball",Both,Both,Outdoor,Land activity,33.33394803,", -86.6289367735989",
102,379,Clay Rec Ballpark,"Clay Rec Ballpark offers little league baseball, football, disc golf, and it has a park.","7257 Old Springville Rd, Dixiana, AL 35126, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Baseball,Flag Football,Football,Lacrosse,Rugby,Running,Soccer,Walking",Both,Both,Outdoor,Land activity,33.71517111,-86.57739582,
103,301,Coker Park,"Looped walking path, and playground.",Intersection of Co Rd 72 and Pintail Dr.,https://www.birminghamal.gov/parks-and-recreation/parks/,,Parks,Both,Both,Outdoor,Land activity,33.29064192,-86.7884002,
104,,Dolomite-Westfield Park I,,"1069 Tin Mill Road, Birmingham, AL 35061",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.47772556,-86.9495213,
105,,Dolomite-Westfield Park II & III,,"3537 Lewis Street, Birmingham, AL 35061",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.47315547,-86.95657846,
106,,Dorothy Spears/East Thomas Park,,"600 12th Avenue West, Birmingham, AL 35204",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.52393857,-86.84557513,
107,,Downey Park,,"6800 Dublin Avenue, Birmingham, AL 35212",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.54423353,-86.73309249,
108,,East Brownville Park,,"3913 Felix Avenue S.W., Birmingham, AL 35221",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.44229014,-86.89457052,
109,297,East Lake Park,"East Lake Park is a 100-acre city park in the East Lake neighborhood of Birmingham. The centerpiece of the park is a 45-acre lake created by the damming of Village Creek in the 1880â€™s.

Today, walkers, joggers, and fisherman enjoy the park. Adjacent to the park are public ball fields, tennis courts, a playground, and a swimming pool. Fisherman come with their tackle seeking catfish, bass, and bream (sunfish). Birders come with their binoculars seeking herons, ducks, and grebes. Nearby is the Samuelson EcoScape, a peaceful place to relax.","8101 4th Ave N, Birmingham, AL 35206, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Football,Parks,Running,Tennis,Walking",Both,Both,Outdoor,Both,33.57135237,-86.72588586,
110,,East Pinson Valley,,"3000 Jefferson State Parkway, Birmingham, AL 35215",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Basketball,Boxing,Karate,Running,Swimming,Walking,Water Aerobics/Exercise,Weight Training,Weightlifting",Both,Both,Outdoor,Land activity,33.65777665,-86.70607192,
111,,Echo Highlands Park,,"1800 Indian Summer Drive, Birmingham, AL 35215",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.63677024,-86.72223982,
112,,Eddie Kendrick Memorial Park,,"1727 4th Avenue North, Birmingham, AL 35203",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.51568603,-86.8105254,
113,,Eldorado Park,,"930 Eldorado Drive, Birmingham, AL 35235",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.61191148,-86.67939471,
114,,Ellsberry Park,,"2320-B 13th Place North, Birmingham, AL 35207",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.53942254,-86.83277509,
115,,Elyton Park,,"101 Princeton Avenue S.W., Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50396671,-86.83699732,
116,,Ensley Park,,"2800 Avenue K, Birmingham, AL 35218",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50228338,-86.89695287,
117,,Erskine Hawkins Park,,"1900 Ensley Avenue, Birmingham, AL 35218",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.49764309,-86.87705735,
118,,Evergreen Park,,"1867 16th Street North, Birmingham, AL 35204",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.53448557,-86.8263645,
119,,Exchange Park,,"2315 20th Place, Ensley, Birmingham, AL 35208",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50813774,-86.87800408,
120,248,East Lake Racquet Club at Lynn Park,Public tennis courts featuring 12 lighted hard surface courts and a pro shop.,"408 82nd St N, Birmingham, AL 35206, United States",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.57170832,-86.72824165,
121,,Fairmont Park,,"3101 51st Avenue North, Birmingham, AL 35207",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.57510282,-86.80445754,
122,,Fairview Park,,"2501 28th Street, Birmingham, AL 35208",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.45918965,-86.87797147,
123,,Flora Johnson Nature Park,,"311 Elder Street, Birmingham, AL 35210",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.52049331,-86.71642564,
124,285,Fountain Heights Park,"A community center with an outdoor pool, and indoor basketball gym, and a small workout/exercise room. The park features an outdoor basketball court, a playground, walking trail, and picnic area.

Pool is opened June 1-August 7 from 10AM-6PM on Monday, Wednesday, Thursday, Friday, and Saturday.","1101 15th Avenue North, Birmingham, AL 35204, United States",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Basketball,Parks,Swimming,Walking",Both,Both,Outdoor,Both,33.52782035,-86.82481647,
125,,Garden Highlands Park,,"2431 Nabors Road, Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.45706211,-86.8712938,
126,220,George Ward Park,"George Ward Park is a 100-acre Birmingham city park located in the Glen Iris neighborhood of the Southside community. The property was purchased and dedicated as a park during the administration of Birmingham City Commission president George Ward. The park features softball fields, tennis courts, a disc golf course, a dog park, a playground, and a walking/running path.

Ward Park is home to the New South Softball League and GO kickball.","1901 Greensprings Ave S, Birmingham, AL 35209, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Parks,Running,Softball,Tennis,Walking",Both,Both,Outdoor,Land activity,33.48802472,-86.82063645,
127,,Germania Park,,"3000 Pearson Avenue S.W., Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.47466941,-86.8810271,
128,,Grasselli Heights Park,,"4300 Viola Avenue S.W., Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.44707024,-86.89863747,
129,,Grayson Park,,"1041 Five Mile Road, Birmingham, AL 35215",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Basketball,Parks,Softball",Both,Both,Outdoor,Land activity,33.60894813,-86.69905332,
130,,Green Acres Park II ,,"6998 Court N. Birmingham, AL 35228",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.46678738,-86.89483123,
131,,Greenwood Park,,"1632 Tallapoosa Street, Birmingham, AL 35207",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.54887036,-86.78376943,
